candidate,county,district,party,votes,election_date,state,scope,office
Blank,Total,34,,3877,2010-11-02,NY,general,State Senate
Void,Bronx,34,,17,2010-11-02,NY,general,State Senate
Void,Westchester,34,,0,2010-11-02,NY,general,State Senate
Void,Total,34,,17,2010-11-02,NY,general,State Senate
Scattering,Bronx,34,,0,2010-11-02,NY,general,State Senate
Scattering,Westchester,34,,12,2010-11-02,NY,general,State Senate
Scattering,Total,34,,12,2010-11-02,NY,general,State Senate
Total,Bronx,34,,30295,2010-11-02,NY,general,State Senate
Total,Westchester,34,,27198,2010-11-02,NY,general,State Senate
Total,Total,34,,57493,2010-11-02,NY,general,State Senate
Andrea Stewart-Cousins,Westchester,35,DEM,39226,2010-11-02,NY,general,State Senate
Liam J. McLaughlin,Westchester,35,REP,29393,2010-11-02,NY,general,State Senate
Andrea Stewart-Cousins,Westchester,35,IND,1536,2010-11-02,NY,general,State Senate
Liam J. McLaughlin,Westchester,35,CON,4867,2010-11-02,NY,general,State Senate
Andrea Stewart-Cousins,Westchester,35,WOR,2220,2010-11-02,NY,general,State Senate
Blank,Westchester,35,,4333,2010-11-02,NY,general,State Senate
Void,Westchester,35,,0,2010-11-02,NY,general,State Senate
Scattering,Westchester,35,,22,2010-11-02,NY,general,State Senate
Total,Westchester,35,,81597,2010-11-02,NY,general,State Senate
Ruth H. Thompson,Bronx,36,DEM,37673,2010-11-02,NY,general,State Senate
Ruth H. Thompson,Westchester,36,DEM,7140,2010-11-02,NY,general,State Senate
Ruth H. Thompson,Total,36,DEM,44813,2010-11-02,NY,general,State Senate
Robert L. Diamond,Bronx,36,REP,1357,2010-11-02,NY,general,State Senate
Robert L. Diamond,Westchester,36,REP,213,2010-11-02,NY,general,State Senate
Robert L. Diamond,Total,36,REP,1570,2010-11-02,NY,general,State Senate
Robert L. Diamond,Bronx,36,CON,302,2010-11-02,NY,general,State Senate
Robert L. Diamond,Westchester,36,CON,35,2010-11-02,NY,general,State Senate
Robert L. Diamond,Total,36,CON,337,2010-11-02,NY,general,State Senate
Ruth H. Thompson,Bronx,36,WOR,2074,2010-11-02,NY,general,State Senate
Ruth H. Thompson,Westchester,36,WOR,226,2010-11-02,NY,general,State Senate
Ruth H. Thompson,Total,36,WOR,2300,2010-11-02,NY,general,State Senate
Blank,Bronx,36,,4139,2010-11-02,NY,general,State Senate
Blank,Westchester,36,,534,2010-11-02,NY,general,State Senate
Blank,Total,36,,4673,2010-11-02,NY,general,State Senate
Void,Bronx,36,,0,2010-11-02,NY,general,State Senate
Void,Westchester,36,,0,2010-11-02,NY,general,State Senate
Void,Total,36,,0,2010-11-02,NY,general,State Senate
Scattering,Bronx,36,,18,2010-11-02,NY,general,State Senate
Scattering,Westchester,36,,6,2010-11-02,NY,general,State Senate
Scattering,Total,36,,24,2010-11-02,NY,general,State Senate
Total,Bronx,36,,45563,2010-11-02,NY,general,State Senate
Total,Westchester,36,,8154,2010-11-02,NY,general,State Senate
Total,Total,36,,53717,2010-11-02,NY,general,State Senate
Suzi Oppenheimer,Westchester,37,DEM,42728,2010-11-02,NY,general,State Senate
Bob Cohen,Westchester,37,REP,38030,2010-11-02,NY,general,State Senate
Bob Cohen,Westchester,37,IND,2714,2010-11-02,NY,general,State Senate
Bob Cohen,Westchester,37,CON,3828,2010-11-02,NY,general,State Senate
Suzi Oppenheimer,Westchester,37,WOR,2572,2010-11-02,NY,general,State Senate
Blank,Westchester,37,,4570,2010-11-02,NY,general,State Senate
Void,Westchester,37,,0,2010-11-02,NY,general,State Senate
Scattering,Westchester,37,,25,2010-11-02,NY,general,State Senate
Total,Westchester,37,,94467,2010-11-02,NY,general,State Senate
David S. Carlucci,Rockland,38,DEM,43043,2010-11-02,NY,general,State Senate
David S. Carlucci,Orange,38,DEM,4339,2010-11-02,NY,general,State Senate
David S. Carlucci,Total,38,DEM,47382,2010-11-02,NY,general,State Senate
C. Scott Vanderhoef,Rockland,38,REP,32255,2010-11-02,NY,general,State Senate
C. Scott Vanderhoef,Orange,38,REP,5571,2010-11-02,NY,general,State Senate
C. Scott Vanderhoef,Total,38,REP,37826,2010-11-02,NY,general,State Senate
C. Scott Vanderhoef,Rockland,38,IND,1602,2010-11-02,NY,general,State Senate
C. Scott Vanderhoef,Orange,38,IND,326,2010-11-02,NY,general,State Senate
C. Scott Vanderhoef,Total,38,IND,1928,2010-11-02,NY,general,State Senate
C. Scott Vanderhoef,Rockland,38,CON,4867,2010-11-02,NY,general,State Senate
C. Scott Vanderhoef,Orange,38,CON,984,2010-11-02,NY,general,State Senate
C. Scott Vanderhoef,Total,38,CON,5851,2010-11-02,NY,general,State Senate
David S. Carlucci,Rockland,38,WOR,3767,2010-11-02,NY,general,State Senate
David S. Carlucci,Orange,38,WOR,366,2010-11-02,NY,general,State Senate
David S. Carlucci,Total,38,WOR,4133,2010-11-02,NY,general,State Senate
Blank,Rockland,38,,3318,2010-11-02,NY,general,State Senate
Blank,Orange,38,,753,2010-11-02,NY,general,State Senate
Blank,Total,38,,4071,2010-11-02,NY,general,State Senate
Void,Rockland,38,,117,2010-11-02,NY,general,State Senate
Void,Orange,38,,0,2010-11-02,NY,general,State Senate
Void,Total,38,,117,2010-11-02,NY,general,State Senate
Scattering,Rockland,38,,39,2010-11-02,NY,general,State Senate
Scattering,Orange,38,,4,2010-11-02,NY,general,State Senate
Scattering,Total,38,,43,2010-11-02,NY,general,State Senate
Total,Rockland,38,,89008,2010-11-02,NY,general,State Senate
Total,Orange,38,,12343,2010-11-02,NY,general,State Senate
Total,Total,38,,101351,2010-11-02,NY,general,State Senate
"Harley E. Doles, III",Orange,39,DEM,24412,2010-11-02,NY,general,State Senate
"Harley E. Doles, III",Ulster,39,DEM,6304,2010-11-02,NY,general,State Senate
"Harley E. Doles, III",Total,39,DEM,30716,2010-11-02,NY,general,State Senate
"William J. Larkin, Jr.",Orange,39,REP,34047,2010-11-02,NY,general,State Senate
"William J. Larkin, Jr.",Ulster,39,REP,8583,2010-11-02,NY,general,State Senate
"William J. Larkin, Jr.",Total,39,REP,42630,2010-11-02,NY,general,State Senate
"William J. Larkin, Jr.",Orange,39,IND,2482,2010-11-02,NY,general,State Senate
"William J. Larkin, Jr.",Ulster,39,IND,1001,2010-11-02,NY,general,State Senate
"William J. Larkin, Jr.",Total,39,IND,3483,2010-11-02,NY,general,State Senate
"William J. Larkin, Jr.",Orange,39,CON,4952,2010-11-02,NY,general,State Senate
"William J. Larkin, Jr.",Ulster,39,CON,1531,2010-11-02,NY,general,State Senate
"William J. Larkin, Jr.",Total,39,CON,6483,2010-11-02,NY,general,State Senate
"Harley E. Doles, III",Orange,39,WOR,2209,2010-11-02,NY,general,State Senate
"Harley E. Doles, III",Ulster,39,WOR,1036,2010-11-02,NY,general,State Senate
"Harley E. Doles, III",Total,39,WOR,3245,2010-11-02,NY,general,State Senate
Blank,Orange,39,,4057,2010-11-02,NY,general,State Senate
Blank,Ulster,39,,1146,2010-11-02,NY,general,State Senate
Blank,Total,39,,5203,2010-11-02,NY,general,State Senate
Void,Orange,39,,16,2010-11-02,NY,general,State Senate
Void,Ulster,39,,7,2010-11-02,NY,general,State Senate
Void,Total,39,,23,2010-11-02,NY,general,State Senate
Scattering,Orange,39,,32,2010-11-02,NY,general,State Senate
Scattering,Ulster,39,,6,2010-11-02,NY,general,State Senate
Scattering,Total,39,,38,2010-11-02,NY,general,State Senate
Total,Orange,39,,72207,2010-11-02,NY,general,State Senate
Total,Ulster,39,,19614,2010-11-02,NY,general,State Senate
Total,Total,39,,91821,2010-11-02,NY,general,State Senate
Michael B. Kaplowitz,Putnam,40,DEM,11862,2010-11-02,NY,general,State Senate
Michael B. Kaplowitz,Dutchess,40,DEM,4366,2010-11-02,NY,general,State Senate
Michael B. Kaplowitz,Westchester,40,DEM,27358,2010-11-02,NY,general,State Senate
Michael B. Kaplowitz,Total,40,DEM,43586,2010-11-02,NY,general,State Senate
Greg Ball,Putnam,40,REP,13693,2010-11-02,NY,general,State Senate
Greg Ball,Dutchess,40,REP,5777,2010-11-02,NY,general,State Senate
Greg Ball,Westchester,40,REP,22893,2010-11-02,NY,general,State Senate
Greg Ball,Total,40,REP,42363,2010-11-02,NY,general,State Senate
Michael B. Kaplowitz,Putnam,40,IND,2197,2010-11-02,NY,general,State Senate
Michael B. Kaplowitz,Dutchess,40,IND,505,2010-11-02,NY,general,State Senate
Michael B. Kaplowitz,Westchester,40,IND,2279,2010-11-02,NY,general,State Senate
Michael B. Kaplowitz,Total,40,IND,4981,2010-11-02,NY,general,State Senate
Greg Ball,Putnam,40,CON,3270,2010-11-02,NY,general,State Senate
Greg Ball,Dutchess,40,CON,1131,2010-11-02,NY,general,State Senate
Greg Ball,Westchester,40,CON,3941,2010-11-02,NY,general,State Senate
Greg Ball,Total,40,CON,8342,2010-11-02,NY,general,State Senate
Blank,Putnam,40,,1702,2010-11-02,NY,general,State Senate
Blank,Dutchess,40,,810,2010-11-02,NY,general,State Senate
Blank,Westchester,40,,3187,2010-11-02,NY,general,State Senate
Blank,Total,40,,5699,2010-11-02,NY,general,State Senate
Void,Putnam,40,,0,2010-11-02,NY,general,State Senate
Void,Dutchess,40,,,2010-11-02,NY,general,State Senate
Void,Westchester,40,,0,2010-11-02,NY,general,State Senate
Void,Total,40,,0,2010-11-02,NY,general,State Senate
Scattering,Putnam,40,,25,2010-11-02,NY,general,State Senate
Scattering,Dutchess,40,,5,2010-11-02,NY,general,State Senate
Scattering,Westchester,40,,42,2010-11-02,NY,general,State Senate
Scattering,Total,40,,72,2010-11-02,NY,general,State Senate
Total,Putnam,40,,32749,2010-11-02,NY,general,State Senate
Total,Dutchess,40,,12594,2010-11-02,NY,general,State Senate
Total,Westchester,40,,59700,2010-11-02,NY,general,State Senate
Total,Total,40,,105043,2010-11-02,NY,general,State Senate
Didi Barrett,Columbia,41,DEM,8247,2010-11-02,NY,general,State Senate
Didi Barrett,Dutchess,41,DEM,26095,2010-11-02,NY,general,State Senate
Didi Barrett,Total,41,DEM,34342,2010-11-02,NY,general,State Senate
Stephen M. Saland,Columbia,41,REP,10866,2010-11-02,NY,general,State Senate
Stephen M. Saland,Dutchess,41,REP,34587,2010-11-02,NY,general,State Senate
Stephen M. Saland,Total,41,REP,45453,2010-11-02,NY,general,State Senate
Stephen M. Saland,Columbia,41,IND,1230,2010-11-02,NY,general,State Senate
Stephen M. Saland,Dutchess,41,IND,2756,2010-11-02,NY,general,State Senate
Stephen M. Saland,Total,41,IND,3986,2010-11-02,NY,general,State Senate
Stephen M. Saland,Columbia,41,CON,1609,2010-11-02,NY,general,State Senate
Stephen M. Saland,Dutchess,41,CON,5632,2010-11-02,NY,general,State Senate
Stephen M. Saland,Total,41,CON,7241,2010-11-02,NY,general,State Senate
Didi Barrett,Columbia,41,WOR,1224,2010-11-02,NY,general,State Senate
Didi Barrett,Dutchess,41,WOR,2687,2010-11-02,NY,general,State Senate
Didi Barrett,Total,41,WOR,3911,2010-11-02,NY,general,State Senate
Blank,Columbia,41,,1066,2010-11-02,NY,general,State Senate
Blank,Dutchess,41,,3991,2010-11-02,NY,general,State Senate
Blank,Total,41,,5057,2010-11-02,NY,general,State Senate
Void,Columbia,41,,10,2010-11-02,NY,general,State Senate
Void,Dutchess,41,,3,2010-11-02,NY,general,State Senate
Void,Total,41,,13,2010-11-02,NY,general,State Senate
Scattering,Columbia,41,,12,2010-11-02,NY,general,State Senate
Scattering,Dutchess,41,,33,2010-11-02,NY,general,State Senate
Scattering,Total,41,,45,2010-11-02,NY,general,State Senate
Total,Columbia,41,,24264,2010-11-02,NY,general,State Senate
Total,Dutchess,41,,75784,2010-11-02,NY,general,State Senate
Total,Total,41,,100048,2010-11-02,NY,general,State Senate
David A. Sager,Delaware,42,DEM,3352,2010-11-02,NY,general,State Senate
David A. Sager,Sullivan,42,DEM,7227,2010-11-02,NY,general,State Senate
David A. Sager,Orange,42,DEM,4762,2010-11-02,NY,general,State Senate
David A. Sager,Ulster,42,DEM,15110,2010-11-02,NY,general,State Senate
David A. Sager,Total,42,DEM,30451,2010-11-02,NY,general,State Senate
John J. Bonacic,Delaware,42,REP,8162,2010-11-02,NY,general,State Senate
John J. Bonacic,Sullivan,42,REP,9860,2010-11-02,NY,general,State Senate
John J. Bonacic,Orange,42,REP,7663,2010-11-02,NY,general,State Senate
John J. Bonacic,Ulster,42,REP,16461,2010-11-02,NY,general,State Senate
John J. Bonacic,Total,42,REP,42146,2010-11-02,NY,general,State Senate
John J. Bonacic,Delaware,42,IND,570,2010-11-02,NY,general,State Senate
John J. Bonacic,Sullivan,42,IND,1061,2010-11-02,NY,general,State Senate
John J. Bonacic,Orange,42,IND,655,2010-11-02,NY,general,State Senate
John J. Bonacic,Ulster,42,IND,1947,2010-11-02,NY,general,State Senate
John J. Bonacic,Total,42,IND,4233,2010-11-02,NY,general,State Senate
John J. Bonacic,Delaware,42,CON,758,2010-11-02,NY,general,State Senate
John J. Bonacic,Sullivan,42,CON,1526,2010-11-02,NY,general,State Senate
John J. Bonacic,Orange,42,CON,1050,2010-11-02,NY,general,State Senate
John J. Bonacic,Ulster,42,CON,2820,2010-11-02,NY,general,State Senate
John J. Bonacic,Total,42,CON,6154,2010-11-02,NY,general,State Senate
David A. Sager,Delaware,42,WOR,495,2010-11-02,NY,general,State Senate
David A. Sager,Sullivan,42,WOR,1053,2010-11-02,NY,general,State Senate
David A. Sager,Orange,42,WOR,440,2010-11-02,NY,general,State Senate
David A. Sager,Ulster,42,WOR,3306,2010-11-02,NY,general,State Senate
David A. Sager,Total,42,WOR,5294,2010-11-02,NY,general,State Senate
Blank,Delaware,42,,721,2010-11-02,NY,general,State Senate
Blank,Sullivan,42,,1102,2010-11-02,NY,general,State Senate
Blank,Orange,42,,919,2010-11-02,NY,general,State Senate
Blank,Ulster,42,,2141,2010-11-02,NY,general,State Senate
Blank,Total,42,,4883,2010-11-02,NY,general,State Senate
Void,Delaware,42,,0,2010-11-02,NY,general,State Senate
Void,Sullivan,42,,12,2010-11-02,NY,general,State Senate
Void,Orange,42,,4,2010-11-02,NY,general,State Senate
Void,Ulster,42,,14,2010-11-02,NY,general,State Senate
Void,Total,42,,30,2010-11-02,NY,general,State Senate
Scattering,Delaware,42,,0,2010-11-02,NY,general,State Senate
Scattering,Sullivan,42,,10,2010-11-02,NY,general,State Senate
Scattering,Orange,42,,4,2010-11-02,NY,general,State Senate
Scattering,Ulster,42,,15,2010-11-02,NY,general,State Senate
Scattering,Total,42,,29,2010-11-02,NY,general,State Senate
Total,Delaware,42,,14058,2010-11-02,NY,general,State Senate
Total,Sullivan,42,,21851,2010-11-02,NY,general,State Senate
Total,Orange,42,,15497,2010-11-02,NY,general,State Senate
Total,Ulster,42,,41814,2010-11-02,NY,general,State Senate
Total,Total,42,,93220,2010-11-02,NY,general,State Senate
Joanne D. Yepsen,Rensselaer,43,DEM,20634,2010-11-02,NY,general,State Senate
Joanne D. Yepsen,Saratoga,43,DEM,20702,2010-11-02,NY,general,State Senate
Joanne D. Yepsen,Total,43,DEM,41336,2010-11-02,NY,general,State Senate
Roy J. McDonald,Rensselaer,43,REP,22135,2010-11-02,NY,general,State Senate
Roy J. McDonald,Saratoga,43,REP,29977,2010-11-02,NY,general,State Senate
Roy J. McDonald,Total,43,REP,52112,2010-11-02,NY,general,State Senate
Roy J. McDonald,Rensselaer,43,IND,2466,2010-11-02,NY,general,State Senate
Roy J. McDonald,Saratoga,43,IND,2263,2010-11-02,NY,general,State Senate
Roy J. McDonald,Total,43,IND,4729,2010-11-02,NY,general,State Senate
Roy J. McDonald,Rensselaer,43,CON,4214,2010-11-02,NY,general,State Senate
Roy J. McDonald,Saratoga,43,CON,3756,2010-11-02,NY,general,State Senate
Roy J. McDonald,Total,43,CON,7970,2010-11-02,NY,general,State Senate
Joanne D. Yepsen,Rensselaer,43,WOR,3048,2010-11-02,NY,general,State Senate
Joanne D. Yepsen,Saratoga,43,WOR,2158,2010-11-02,NY,general,State Senate
Joanne D. Yepsen,Total,43,WOR,5206,2010-11-02,NY,general,State Senate
Blank,Rensselaer,43,,2537,2010-11-02,NY,general,State Senate
Blank,Saratoga,43,,2811,2010-11-02,NY,general,State Senate
Blank,Total,43,,5348,2010-11-02,NY,general,State Senate
Void,Rensselaer,43,,42,2010-11-02,NY,general,State Senate
Void,Saratoga,43,,0,2010-11-02,NY,general,State Senate
Void,Total,43,,42,2010-11-02,NY,general,State Senate
Scattering,Rensselaer,43,,0,2010-11-02,NY,general,State Senate
Scattering,Saratoga,43,,28,2010-11-02,NY,general,State Senate
Scattering,Total,43,,28,2010-11-02,NY,general,State Senate
Total,Rensselaer,43,,55076,2010-11-02,NY,general,State Senate
Total,Saratoga,43,,61695,2010-11-02,NY,general,State Senate
Total,Total,43,,116771,2010-11-02,NY,general,State Senate
Susan E. Savage,Fulton,44,DEM,3803,2010-11-02,NY,general,State Senate
Susan E. Savage,Montgomery,44,DEM,3926,2010-11-02,NY,general,State Senate
Susan E. Savage,Schenectady,44,DEM,16660,2010-11-02,NY,general,State Senate
Susan E. Savage,Saratoga,44,DEM,6253,2010-11-02,NY,general,State Senate
Susan E. Savage,Total,44,DEM,30642,2010-11-02,NY,general,State Senate
Hugh T. Farley,Fulton,44,REP,9129,2010-11-02,NY,general,State Senate
Hugh T. Farley,Montgomery,44,REP,7565,2010-11-02,NY,general,State Senate
Hugh T. Farley,Schenectady,44,REP,22715,2010-11-02,NY,general,State Senate
Hugh T. Farley,Saratoga,44,REP,11334,2010-11-02,NY,general,State Senate
Hugh T. Farley,Total,44,REP,50743,2010-11-02,NY,general,State Senate
Hugh T. Farley,Fulton,44,IND,510,2010-11-02,NY,general,State Senate
Hugh T. Farley,Montgomery,44,IND,576,2010-11-02,NY,general,State Senate
Hugh T. Farley,Schenectady,44,IND,2299,2010-11-02,NY,general,State Senate
Hugh T. Farley,Saratoga,44,IND,740,2010-11-02,NY,general,State Senate
Hugh T. Farley,Total,44,IND,4125,2010-11-02,NY,general,State Senate
Hugh T. Farley,Fulton,44,CON,825,2010-11-02,NY,general,State Senate
Hugh T. Farley,Montgomery,44,CON,1033,2010-11-02,NY,general,State Senate
Hugh T. Farley,Schenectady,44,CON,3519,2010-11-02,NY,general,State Senate
Hugh T. Farley,Saratoga,44,CON,1526,2010-11-02,NY,general,State Senate
Hugh T. Farley,Total,44,CON,6903,2010-11-02,NY,general,State Senate
Susan E. Savage,Fulton,44,WOR,481,2010-11-02,NY,general,State Senate
Susan E. Savage,Montgomery,44,WOR,572,2010-11-02,NY,general,State Senate
Susan E. Savage,Schenectady,44,WOR,2027,2010-11-02,NY,general,State Senate
Susan E. Savage,Saratoga,44,WOR,711,2010-11-02,NY,general,State Senate
Susan E. Savage,Total,44,WOR,3791,2010-11-02,NY,general,State Senate
Blank,Fulton,44,,673,2010-11-02,NY,general,State Senate
Blank,Montgomery,44,,567,2010-11-02,NY,general,State Senate
Blank,Schenectady,44,,1963,2010-11-02,NY,general,State Senate
Blank,Saratoga,44,,1164,2010-11-02,NY,general,State Senate
Blank,Total,44,,4367,2010-11-02,NY,general,State Senate
Void,Fulton,44,,4,2010-11-02,NY,general,State Senate
Void,Montgomery,44,,8,2010-11-02,NY,general,State Senate
Void,Schenectady,44,,0,2010-11-02,NY,general,State Senate
Void,Saratoga,44,,0,2010-11-02,NY,general,State Senate
Void,Total,44,,12,2010-11-02,NY,general,State Senate
Scattering,Fulton,44,,3,2010-11-02,NY,general,State Senate
Scattering,Montgomery,44,,9,2010-11-02,NY,general,State Senate
Scattering,Schenectady,44,,160,2010-11-02,NY,general,State Senate
Scattering,Saratoga,44,,20,2010-11-02,NY,general,State Senate
Scattering,Total,44,,192,2010-11-02,NY,general,State Senate
Total,Fulton,44,,15428,2010-11-02,NY,general,State Senate
Total,Montgomery,44,,14256,2010-11-02,NY,general,State Senate
Total,Schenectady,44,,49343,2010-11-02,NY,general,State Senate
Total,Saratoga,44,,21748,2010-11-02,NY,general,State Senate
Total,Total,44,,100775,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Clinton,45,REP,12834,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Essex,45,REP,8201,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Franklin,45,REP,7565,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Hamilton,45,REP,1820,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Warren,45,REP,14902,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Washington,45,REP,11281,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Total,45,REP,56603,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Clinton,45,IND,2623,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Essex,45,IND,1653,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Franklin,45,IND,1351,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Hamilton,45,IND,244,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Warren,45,IND,2532,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Washington,45,IND,1737,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Total,45,IND,10140,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Clinton,45,CON,1167,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Essex,45,CON,528,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Franklin,45,CON,545,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Hamilton,45,CON,148,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Warren,45,CON,1317,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Washington,45,CON,1295,2010-11-02,NY,general,State Senate
Elizabeth O'C. Little,Total,45,CON,5000,2010-11-02,NY,general,State Senate
Blank,Clinton,45,,6832,2010-11-02,NY,general,State Senate
Blank,Essex,45,,2999,2010-11-02,NY,general,State Senate
Blank,Franklin,45,,3150,2010-11-02,NY,general,State Senate
Blank,Hamilton,45,,0,2010-11-02,NY,general,State Senate
Blank,Warren,45,,4728,2010-11-02,NY,general,State Senate
Blank,Washington,45,,4665,2010-11-02,NY,general,State Senate
Blank,Total,45,,22374,2010-11-02,NY,general,State Senate
Void,Clinton,45,,5,2010-11-02,NY,general,State Senate
Void,Essex,45,,0,2010-11-02,NY,general,State Senate
Void,Franklin,45,,4,2010-11-02,NY,general,State Senate
Void,Hamilton,45,,449,2010-11-02,NY,general,State Senate
Void,Warren,45,,5,2010-11-02,NY,general,State Senate
Void,Washington,45,,0,2010-11-02,NY,general,State Senate
Void,Total,45,,463,2010-11-02,NY,general,State Senate
Scattering,Clinton,45,,91,2010-11-02,NY,general,State Senate
Scattering,Essex,45,,46,2010-11-02,NY,general,State Senate
Scattering,Franklin,45,,48,2010-11-02,NY,general,State Senate
Scattering,Hamilton,45,,6,2010-11-02,NY,general,State Senate
Scattering,Warren,45,,87,2010-11-02,NY,general,State Senate
Scattering,Washington,45,,51,2010-11-02,NY,general,State Senate
Scattering,Total,45,,329,2010-11-02,NY,general,State Senate
Total,Clinton,45,,23552,2010-11-02,NY,general,State Senate
Total,Essex,45,,13427,2010-11-02,NY,general,State Senate
Total,Franklin,45,,12663,2010-11-02,NY,general,State Senate
Total,Hamilton,45,,2667,2010-11-02,NY,general,State Senate
Total,Warren,45,,23571,2010-11-02,NY,general,State Senate
Total,Washington,45,,19029,2010-11-02,NY,general,State Senate
Total,Total,45,,94909,2010-11-02,NY,general,State Senate
Neil D. Breslin,Albany,46,DEM,47073,2010-11-02,NY,general,State Senate
Robert L. Domenici,Albany,46,REP,34116,2010-11-02,NY,general,State Senate
Neil D. Breslin,Albany,46,IND,3002,2010-11-02,NY,general,State Senate
Robert L. Domenici,Albany,46,CON,6292,2010-11-02,NY,general,State Senate
Neil D. Breslin,Albany,46,WOR,3649,2010-11-02,NY,general,State Senate
Michael J. Carey,Albany,46,RFM,5980,2010-11-02,NY,general,State Senate
Blank,Albany,46,,3931,2010-11-02,NY,general,State Senate
Void,Albany,46,,109,2010-11-02,NY,general,State Senate
Scattering,Albany,46,,108,2010-11-02,NY,general,State Senate
Total,Albany,46,,104260,2010-11-02,NY,general,State Senate
Michael J. Hennessy,Lewis,47,DEM,1548,2010-11-02,NY,general,State Senate
Michael J. Hennessy,Oneida,47,DEM,17187,2010-11-02,NY,general,State Senate
Michael J. Hennessy,St.Lawrence,47,DEM,5331,2010-11-02,NY,general,State Senate
Michael J. Hennessy,Total,47,DEM,24066,2010-11-02,NY,general,State Senate
Joseph A. Griffo,Lewis,47,REP,4769,2010-11-02,NY,general,State Senate
Joseph A. Griffo,Oneida,47,REP,36202,2010-11-02,NY,general,State Senate
Joseph A. Griffo,St.Lawrence,47,REP,6576,2010-11-02,NY,general,State Senate
Joseph A. Griffo,Total,47,REP,47547,2010-11-02,NY,general,State Senate
Joseph A. Griffo,Lewis,47,IND,336,2010-11-02,NY,general,State Senate
Joseph A. Griffo,Oneida,47,IND,3133,2010-11-02,NY,general,State Senate
Joseph A. Griffo,St.Lawrence,47,IND,558,2010-11-02,NY,general,State Senate
Joseph A. Griffo,Total,47,IND,4027,2010-11-02,NY,general,State Senate
Joseph A. Griffo,Lewis,47,CON,404,2010-11-02,NY,general,State Senate
Joseph A. Griffo,Oneida,47,CON,3382,2010-11-02,NY,general,State Senate
Joseph A. Griffo,St.Lawrence,47,CON,549,2010-11-02,NY,general,State Senate
Joseph A. Griffo,Total,47,CON,4335,2010-11-02,NY,general,State Senate
Michael J. Hennessy,Lewis,47,FAP,28,2010-11-02,NY,general,State Senate
Michael J. Hennessy,Oneida,47,FAP,1132,2010-11-02,NY,general,State Senate
Michael J. Hennessy,St.Lawrence,47,FAP,299,2010-11-02,NY,general,State Senate
Michael J. Hennessy,Total,47,FAP,1459,2010-11-02,NY,general,State Senate
Blank,Lewis,47,,487,2010-11-02,NY,general,State Senate
Blank,Oneida,47,,2535,2010-11-02,NY,general,State Senate
Blank,St.Lawrence,47,,1310,2010-11-02,NY,general,State Senate
Blank,Total,47,,4332,2010-11-02,NY,general,State Senate
Void,Lewis,47,,0,2010-11-02,NY,general,State Senate
Void,Oneida,47,,0,2010-11-02,NY,general,State Senate
Void,St.Lawrence,47,,0,2010-11-02,NY,general,State Senate
Void,Total,47,,0,2010-11-02,NY,general,State Senate
Scattering,Lewis,47,,7,2010-11-02,NY,general,State Senate
Scattering,Oneida,47,,40,2010-11-02,NY,general,State Senate
Scattering,St.Lawrence,47,,13,2010-11-02,NY,general,State Senate
Scattering,Total,47,,60,2010-11-02,NY,general,State Senate
Total,Lewis,47,,7579,2010-11-02,NY,general,State Senate
Total,Oneida,47,,63611,2010-11-02,NY,general,State Senate
Total,St.Lawrence,47,,14636,2010-11-02,NY,general,State Senate
Total,Total,47,,85826,2010-11-02,NY,general,State Senate
Darrel J. Aubertine,Jefferson,48,DEM,12898,2010-11-02,NY,general,State Senate
Darrel J. Aubertine,Oswego,48,DEM,12215,2010-11-02,NY,general,State Senate
Darrel J. Aubertine,St.Lawrence,48,DEM,5739,2010-11-02,NY,general,State Senate
Darrel J. Aubertine,Total,48,DEM,30852,2010-11-02,NY,general,State Senate
Patricia A. Ritchie,Jefferson,48,REP,11133,2010-11-02,NY,general,State Senate
Patricia A. Ritchie,Oswego,48,REP,14340,2010-11-02,NY,general,State Senate
Patricia A. Ritchie,St.Lawrence,48,REP,7799,2010-11-02,NY,general,State Senate
Patricia A. Ritchie,Total,48,REP,33272,2010-11-02,NY,general,State Senate
Darrel J. Aubertine,Jefferson,48,IND,1628,2010-11-02,NY,general,State Senate
Darrel J. Aubertine,Oswego,48,IND,1668,2010-11-02,NY,general,State Senate
