candidate,county,district,party,votes,election_date,state,scope,office
Amy M. Tresidder,St.Lawrence,48,DEM,4213,2012-11-06,NY,general,State Senate
Amy M. Tresidder,Total,48,DEM,25621,2012-11-06,NY,general,State Senate
Patricia A. Ritchie,Jefferson,48,REP,21320,2012-11-06,NY,general,State Senate
Patricia A. Ritchie,Oswego,48,REP,22022,2012-11-06,NY,general,State Senate
Patricia A. Ritchie,St.Lawrence,48,REP,11687,2012-11-06,NY,general,State Senate
Patricia A. Ritchie,Total,48,REP,55029,2012-11-06,NY,general,State Senate
Patricia A. Ritchie,Jefferson,48,CON,2187,2012-11-06,NY,general,State Senate
Patricia A. Ritchie,Oswego,48,CON,2932,2012-11-06,NY,general,State Senate
Patricia A. Ritchie,St.Lawrence,48,CON,1325,2012-11-06,NY,general,State Senate
Patricia A. Ritchie,Total,48,CON,6444,2012-11-06,NY,general,State Senate
Amy M. Tresidder,Jefferson,48,WOR,845,2012-11-06,NY,general,State Senate
Amy M. Tresidder,Oswego,48,WOR,1632,2012-11-06,NY,general,State Senate
Amy M. Tresidder,St.Lawrence,48,WOR,372,2012-11-06,NY,general,State Senate
Amy M. Tresidder,Total,48,WOR,2849,2012-11-06,NY,general,State Senate
Patricia A. Ritchie,Jefferson,48,IND,1536,2012-11-06,NY,general,State Senate
Patricia A. Ritchie,Oswego,48,IND,2152,2012-11-06,NY,general,State Senate
Patricia A. Ritchie,St.Lawrence,48,IND,855,2012-11-06,NY,general,State Senate
Patricia A. Ritchie,Total,48,IND,4543,2012-11-06,NY,general,State Senate
Blank,Jefferson,48,,1847,2012-11-06,NY,general,State Senate
Blank,Oswego,48,,3206,2012-11-06,NY,general,State Senate
Blank,St.Lawrence,48,,964,2012-11-06,NY,general,State Senate
Blank,Total,48,,6017,2012-11-06,NY,general,State Senate
Void,Jefferson,48,,0,2012-11-06,NY,general,State Senate
Void,Oswego,48,,24,2012-11-06,NY,general,State Senate
Void,St.Lawrence,48,,0,2012-11-06,NY,general,State Senate
Void,Total,48,,24,2012-11-06,NY,general,State Senate
Scattering,Jefferson,48,,13,2012-11-06,NY,general,State Senate
Scattering,Oswego,48,,19,2012-11-06,NY,general,State Senate
Scattering,St.Lawrence,48,,3,2012-11-06,NY,general,State Senate
Scattering,Total,48,,35,2012-11-06,NY,general,State Senate
Total,Jefferson,48,,36196,2012-11-06,NY,general,State Senate
Total,Oswego,48,,44947,2012-11-06,NY,general,State Senate
Total,St.Lawrence,48,,19419,2012-11-06,NY,general,State Senate
Total,Total,48,,100562,2012-11-06,NY,general,State Senate
Madelyn C. Thorne,Fulton,49,DEM,4671,2012-11-06,NY,general,State Senate
Madelyn C. Thorne,Hamilton,49,DEM,679,2012-11-06,NY,general,State Senate
Madelyn C. Thorne,Herkimer,49,DEM,1325,2012-11-06,NY,general,State Senate
Madelyn C. Thorne,Saratoga,49,DEM,17158,2012-11-06,NY,general,State Senate
Madelyn C. Thorne,Schenectady,49,DEM,18874,2012-11-06,NY,general,State Senate
Madelyn C. Thorne,Total,49,DEM,42707,2012-11-06,NY,general,State Senate
Hugh T. Farley,Fulton,49,REP,11149,2012-11-06,NY,general,State Senate
Hugh T. Farley,Hamilton,49,REP,1857,2012-11-06,NY,general,State Senate
Hugh T. Farley,Herkimer,49,REP,2683,2012-11-06,NY,general,State Senate
Hugh T. Farley,Saratoga,49,REP,24657,2012-11-06,NY,general,State Senate
Hugh T. Farley,Schenectady,49,REP,17667,2012-11-06,NY,general,State Senate
Hugh T. Farley,Total,49,REP,58013,2012-11-06,NY,general,State Senate
Hugh T. Farley,Fulton,49,CON,1635,2012-11-06,NY,general,State Senate
Hugh T. Farley,Hamilton,49,CON,203,2012-11-06,NY,general,State Senate
Hugh T. Farley,Herkimer,49,CON,254,2012-11-06,NY,general,State Senate
Hugh T. Farley,Saratoga,49,CON,3405,2012-11-06,NY,general,State Senate
Hugh T. Farley,Schenectady,49,CON,2674,2012-11-06,NY,general,State Senate
Hugh T. Farley,Total,49,CON,8171,2012-11-06,NY,general,State Senate
Madelyn C. Thorne,Fulton,49,WOR,526,2012-11-06,NY,general,State Senate
Madelyn C. Thorne,Hamilton,49,WOR,48,2012-11-06,NY,general,State Senate
Madelyn C. Thorne,Herkimer,49,WOR,129,2012-11-06,NY,general,State Senate
Madelyn C. Thorne,Saratoga,49,WOR,1384,2012-11-06,NY,general,State Senate
Madelyn C. Thorne,Schenectady,49,WOR,1621,2012-11-06,NY,general,State Senate
Madelyn C. Thorne,Total,49,WOR,3708,2012-11-06,NY,general,State Senate
Hugh T. Farley,Fulton,49,IND,566,2012-11-06,NY,general,State Senate
Hugh T. Farley,Hamilton,49,IND,67,2012-11-06,NY,general,State Senate
Hugh T. Farley,Herkimer,49,IND,124,2012-11-06,NY,general,State Senate
Hugh T. Farley,Saratoga,49,IND,1449,2012-11-06,NY,general,State Senate
Hugh T. Farley,Schenectady,49,IND,1471,2012-11-06,NY,general,State Senate
Hugh T. Farley,Total,49,IND,3677,2012-11-06,NY,general,State Senate
Blank,Fulton,49,,1390,2012-11-06,NY,general,State Senate
Blank,Hamilton,49,,289,2012-11-06,NY,general,State Senate
Blank,Herkimer,49,,621,2012-11-06,NY,general,State Senate
Blank,Saratoga,49,,4346,2012-11-06,NY,general,State Senate
Blank,Schenectady,49,,3635,2012-11-06,NY,general,State Senate
Blank,Total,49,,10281,2012-11-06,NY,general,State Senate
Void,Fulton,49,,9,2012-11-06,NY,general,State Senate
Void,Hamilton,49,,43,2012-11-06,NY,general,State Senate
Void,Herkimer,49,,1,2012-11-06,NY,general,State Senate
Void,Saratoga,49,,0,2012-11-06,NY,general,State Senate
Void,Schenectady,49,,0,2012-11-06,NY,general,State Senate
Void,Total,49,,53,2012-11-06,NY,general,State Senate
Scattering,Fulton,49,,1,2012-11-06,NY,general,State Senate
Scattering,Hamilton,49,,0,2012-11-06,NY,general,State Senate
Scattering,Herkimer,49,,0,2012-11-06,NY,general,State Senate
Scattering,Saratoga,49,,29,2012-11-06,NY,general,State Senate
Scattering,Schenectady,49,,23,2012-11-06,NY,general,State Senate
Scattering,Total,49,,53,2012-11-06,NY,general,State Senate
Total,Fulton,49,,19947,2012-11-06,NY,general,State Senate
Total,Hamilton,49,,3186,2012-11-06,NY,general,State Senate
Total,Herkimer,49,,5137,2012-11-06,NY,general,State Senate
Total,Saratoga,49,,52428,2012-11-06,NY,general,State Senate
Total,Schenectady,49,,45965,2012-11-06,NY,general,State Senate
Total,Total,49,,126663,2012-11-06,NY,general,State Senate
John A. DeFrancisco,Cayuga,50,REP,5527,2012-11-06,NY,general,State Senate
John A. DeFrancisco,Onondaga,50,REP,67388,2012-11-06,NY,general,State Senate
John A. DeFrancisco,Total,50,REP,72915,2012-11-06,NY,general,State Senate
John A. DeFrancisco,Cayuga,50,CON,991,2012-11-06,NY,general,State Senate
John A. DeFrancisco,Onondaga,50,CON,9541,2012-11-06,NY,general,State Senate
John A. DeFrancisco,Total,50,CON,10532,2012-11-06,NY,general,State Senate
John A. DeFrancisco,Cayuga,50,IND,647,2012-11-06,NY,general,State Senate
John A. DeFrancisco,Onondaga,50,IND,10816,2012-11-06,NY,general,State Senate
John A. DeFrancisco,Total,50,IND,11463,2012-11-06,NY,general,State Senate
Michael F. Donnelly,Cayuga,50,GRN,1313,2012-11-06,NY,general,State Senate
Michael F. Donnelly,Onondaga,50,GRN,14278,2012-11-06,NY,general,State Senate
Michael F. Donnelly,Total,50,GRN,15591,2012-11-06,NY,general,State Senate
Blank,Cayuga,50,,3125,2012-11-06,NY,general,State Senate
Blank,Onondaga,50,,22949,2012-11-06,NY,general,State Senate
Blank,Total,50,,26074,2012-11-06,NY,general,State Senate
Void,Cayuga,50,,0,2012-11-06,NY,general,State Senate
Void,Onondaga,50,,0,2012-11-06,NY,general,State Senate
Void,Total,50,,0,2012-11-06,NY,general,State Senate
Scattering,Cayuga,50,,22,2012-11-06,NY,general,State Senate
Scattering,Onondaga,50,,163,2012-11-06,NY,general,State Senate
Scattering,Total,50,,185,2012-11-06,NY,general,State Senate
Total,Cayuga,50,,11625,2012-11-06,NY,general,State Senate
Total,Onondaga,50,,125135,2012-11-06,NY,general,State Senate
Total,Total,50,,136760,2012-11-06,NY,general,State Senate
Howard Leib,Cortland,51,DEM,5186,2012-11-06,NY,general,State Senate
Howard Leib,Otsego,51,DEM,5951,2012-11-06,NY,general,State Senate
Howard Leib,Schoharie,51,DEM,2516,2012-11-06,NY,general,State Senate
Howard Leib,Cayuga,51,DEM,1424,2012-11-06,NY,general,State Senate
Howard Leib,Chenango,51,DEM,1088,2012-11-06,NY,general,State Senate
Howard Leib,Delaware,51,DEM,2986,2012-11-06,NY,general,State Senate
Howard Leib,Herkimer,51,DEM,3796,2012-11-06,NY,general,State Senate
Howard Leib,Tompkins,51,DEM,4925,2012-11-06,NY,general,State Senate
Howard Leib,Ulster,51,DEM,3404,2012-11-06,NY,general,State Senate
Howard Leib,Total,51,DEM,31276,2012-11-06,NY,general,State Senate
James L. Seward,Cortland,51,REP,10750,2012-11-06,NY,general,State Senate
James L. Seward,Otsego,51,REP,13912,2012-11-06,NY,general,State Senate
James L. Seward,Schoharie,51,REP,7991,2012-11-06,NY,general,State Senate
James L. Seward,Cayuga,51,REP,2839,2012-11-06,NY,general,State Senate
James L. Seward,Chenango,51,REP,3501,2012-11-06,NY,general,State Senate
James L. Seward,Delaware,51,REP,5810,2012-11-06,NY,general,State Senate
James L. Seward,Herkimer,51,REP,12447,2012-11-06,NY,general,State Senate
James L. Seward,Tompkins,51,REP,5181,2012-11-06,NY,general,State Senate
James L. Seward,Ulster,51,REP,2376,2012-11-06,NY,general,State Senate
James L. Seward,Total,51,REP,64807,2012-11-06,NY,general,State Senate
James L. Seward,Cortland,51,CON,868,2012-11-06,NY,general,State Senate
James L. Seward,Otsego,51,CON,1275,2012-11-06,NY,general,State Senate
James L. Seward,Schoharie,51,CON,1074,2012-11-06,NY,general,State Senate
James L. Seward,Cayuga,51,CON,360,2012-11-06,NY,general,State Senate
James L. Seward,Chenango,51,CON,268,2012-11-06,NY,general,State Senate
James L. Seward,Delaware,51,CON,582,2012-11-06,NY,general,State Senate
James L. Seward,Herkimer,51,CON,1044,2012-11-06,NY,general,State Senate
James L. Seward,Tompkins,51,CON,468,2012-11-06,NY,general,State Senate
James L. Seward,Ulster,51,CON,322,2012-11-06,NY,general,State Senate
James L. Seward,Total,51,CON,6261,2012-11-06,NY,general,State Senate
Howard Leib,Cortland,51,WOR,506,2012-11-06,NY,general,State Senate
Howard Leib,Otsego,51,WOR,686,2012-11-06,NY,general,State Senate
Howard Leib,Schoharie,51,WOR,329,2012-11-06,NY,general,State Senate
Howard Leib,Cayuga,51,WOR,132,2012-11-06,NY,general,State Senate
Howard Leib,Chenango,51,WOR,124,2012-11-06,NY,general,State Senate
Howard Leib,Delaware,51,WOR,347,2012-11-06,NY,general,State Senate
Howard Leib,Herkimer,51,WOR,299,2012-11-06,NY,general,State Senate
Howard Leib,Tompkins,51,WOR,788,2012-11-06,NY,general,State Senate
Howard Leib,Ulster,51,WOR,480,2012-11-06,NY,general,State Senate
Howard Leib,Total,51,WOR,3691,2012-11-06,NY,general,State Senate
James L. Seward,Cortland,51,IND,903,2012-11-06,NY,general,State Senate
James L. Seward,Otsego,51,IND,1249,2012-11-06,NY,general,State Senate
James L. Seward,Schoharie,51,IND,685,2012-11-06,NY,general,State Senate
James L. Seward,Cayuga,51,IND,173,2012-11-06,NY,general,State Senate
James L. Seward,Chenango,51,IND,319,2012-11-06,NY,general,State Senate
James L. Seward,Delaware,51,IND,401,2012-11-06,NY,general,State Senate
James L. Seward,Herkimer,51,IND,1001,2012-11-06,NY,general,State Senate
James L. Seward,Tompkins,51,IND,427,2012-11-06,NY,general,State Senate
James L. Seward,Ulster,51,IND,202,2012-11-06,NY,general,State Senate
James L. Seward,Total,51,IND,5360,2012-11-06,NY,general,State Senate
Blank,Cortland,51,,1504,2012-11-06,NY,general,State Senate
Blank,Otsego,51,,1173,2012-11-06,NY,general,State Senate
Blank,Schoharie,51,,733,2012-11-06,NY,general,State Senate
Blank,Cayuga,51,,603,2012-11-06,NY,general,State Senate
Blank,Chenango,51,,382,2012-11-06,NY,general,State Senate
Blank,Delaware,51,,812,2012-11-06,NY,general,State Senate
Blank,Herkimer,51,,1539,2012-11-06,NY,general,State Senate
Blank,Tompkins,51,,672,2012-11-06,NY,general,State Senate
Blank,Ulster,51,,569,2012-11-06,NY,general,State Senate
Blank,Total,51,,7987,2012-11-06,NY,general,State Senate
Void,Cortland,51,,12,2012-11-06,NY,general,State Senate
Void,Otsego,51,,0,2012-11-06,NY,general,State Senate
Void,Schoharie,51,,3,2012-11-06,NY,general,State Senate
Void,Cayuga,51,,0,2012-11-06,NY,general,State Senate
Void,Chenango,51,,3,2012-11-06,NY,general,State Senate
Void,Delaware,51,,0,2012-11-06,NY,general,State Senate
Void,Herkimer,51,,11,2012-11-06,NY,general,State Senate
Void,Tompkins,51,,0,2012-11-06,NY,general,State Senate
Void,Ulster,51,,0,2012-11-06,NY,general,State Senate
Void,Total,51,,29,2012-11-06,NY,general,State Senate
Scattering,Cortland,51,,10,2012-11-06,NY,general,State Senate
Scattering,Otsego,51,,24,2012-11-06,NY,general,State Senate
Scattering,Schoharie,51,,10,2012-11-06,NY,general,State Senate
Scattering,Cayuga,51,,1,2012-11-06,NY,general,State Senate
Scattering,Chenango,51,,5,2012-11-06,NY,general,State Senate
Scattering,Delaware,51,,0,2012-11-06,NY,general,State Senate
Scattering,Herkimer,51,,3,2012-11-06,NY,general,State Senate
Scattering,Tompkins,51,,0,2012-11-06,NY,general,State Senate
Scattering,Ulster,51,,6,2012-11-06,NY,general,State Senate
Scattering,Total,51,,59,2012-11-06,NY,general,State Senate
Total,Cortland,51,,19739,2012-11-06,NY,general,State Senate
Total,Otsego,51,,24270,2012-11-06,NY,general,State Senate
Total,Schoharie,51,,13341,2012-11-06,NY,general,State Senate
Total,Cayuga,51,,5532,2012-11-06,NY,general,State Senate
Total,Chenango,51,,5690,2012-11-06,NY,general,State Senate
Total,Delaware,51,,10938,2012-11-06,NY,general,State Senate
Total,Herkimer,51,,20140,2012-11-06,NY,general,State Senate
Total,Tompkins,51,,12461,2012-11-06,NY,general,State Senate
Total,Ulster,51,,7359,2012-11-06,NY,general,State Senate
Total,Total,51,,119470,2012-11-06,NY,general,State Senate
John P. Orzel,Broome,52,DEM,29013,2012-11-06,NY,general,State Senate
John P. Orzel,Tioga,52,DEM,5305,2012-11-06,NY,general,State Senate
John P. Orzel,Chenango,52,DEM,3187,2012-11-06,NY,general,State Senate
John P. Orzel,Delaware,52,DEM,351,2012-11-06,NY,general,State Senate
John P. Orzel,Total,52,DEM,37856,2012-11-06,NY,general,State Senate
Thomas W. Libous,Broome,52,REP,40852,2012-11-06,NY,general,State Senate
Thomas W. Libous,Tioga,52,REP,12700,2012-11-06,NY,general,State Senate
Thomas W. Libous,Chenango,52,REP,8217,2012-11-06,NY,general,State Senate
Thomas W. Libous,Delaware,52,REP,1106,2012-11-06,NY,general,State Senate
Thomas W. Libous,Total,52,REP,62875,2012-11-06,NY,general,State Senate
Thomas W. Libous,Broome,52,CON,2932,2012-11-06,NY,general,State Senate
Thomas W. Libous,Tioga,52,CON,1119,2012-11-06,NY,general,State Senate
Thomas W. Libous,Chenango,52,CON,644,2012-11-06,NY,general,State Senate
Thomas W. Libous,Delaware,52,CON,80,2012-11-06,NY,general,State Senate
Thomas W. Libous,Total,52,CON,4775,2012-11-06,NY,general,State Senate
Barrett Esworthy,Broome,52,WOR,1947,2012-11-06,NY,general,State Senate
Barrett Esworthy,Tioga,52,WOR,513,2012-11-06,NY,general,State Senate
Barrett Esworthy,Chenango,52,WOR,304,2012-11-06,NY,general,State Senate
Barrett Esworthy,Delaware,52,WOR,34,2012-11-06,NY,general,State Senate
Barrett Esworthy,Total,52,WOR,2798,2012-11-06,NY,general,State Senate
Thomas W. Libous,Broome,52,IND,2728,2012-11-06,NY,general,State Senate
Thomas W. Libous,Tioga,52,IND,781,2012-11-06,NY,general,State Senate
Thomas W. Libous,Chenango,52,IND,691,2012-11-06,NY,general,State Senate
Thomas W. Libous,Delaware,52,IND,62,2012-11-06,NY,general,State Senate
Thomas W. Libous,Total,52,IND,4262,2012-11-06,NY,general,State Senate
Blank,Broome,52,,4678,2012-11-06,NY,general,State Senate
Blank,Tioga,52,,1291,2012-11-06,NY,general,State Senate
Blank,Chenango,52,,715,2012-11-06,NY,general,State Senate
Blank,Delaware,52,,104,2012-11-06,NY,general,State Senate
Blank,Total,52,,6788,2012-11-06,NY,general,State Senate
Void,Broome,52,,47,2012-11-06,NY,general,State Senate
Void,Tioga,52,,0,2012-11-06,NY,general,State Senate
Void,Chenango,52,,6,2012-11-06,NY,general,State Senate
Void,Delaware,52,,0,2012-11-06,NY,general,State Senate
Void,Total,52,,53,2012-11-06,NY,general,State Senate
Scattering,Broome,52,,30,2012-11-06,NY,general,State Senate
Scattering,Tioga,52,,4,2012-11-06,NY,general,State Senate
Scattering,Chenango,52,,7,2012-11-06,NY,general,State Senate
Scattering,Delaware,52,,0,2012-11-06,NY,general,State Senate
Scattering,Total,52,,41,2012-11-06,NY,general,State Senate
Total,Broome,52,,82227,2012-11-06,NY,general,State Senate
Total,Tioga,52,,21713,2012-11-06,NY,general,State Senate
Total,Chenango,52,,13771,2012-11-06,NY,general,State Senate
Total,Delaware,52,,1737,2012-11-06,NY,general,State Senate
Total,Total,52,,119448,2012-11-06,NY,general,State Senate
David J. Valesky,Madison,53,DEM,14691,2012-11-06,NY,general,State Senate
David J. Valesky,Oneida,53,DEM,2662,2012-11-06,NY,general,State Senate
David J. Valesky,Onondaga,53,DEM,51544,2012-11-06,NY,general,State Senate
David J. Valesky,Total,53,DEM,68897,2012-11-06,NY,general,State Senate
David J. Valesky,Madison,53,WOR,1949,2012-11-06,NY,general,State Senate
David J. Valesky,Oneida,53,WOR,448,2012-11-06,NY,general,State Senate
David J. Valesky,Onondaga,53,WOR,5314,2012-11-06,NY,general,State Senate
David J. Valesky,Total,53,WOR,7711,2012-11-06,NY,general,State Senate
David J. Valesky,Madison,53,IND,2426,2012-11-06,NY,general,State Senate
David J. Valesky,Oneida,53,IND,430,2012-11-06,NY,general,State Senate
David J. Valesky,Onondaga,53,IND,4965,2012-11-06,NY,general,State Senate
David J. Valesky,Total,53,IND,7821,2012-11-06,NY,general,State Senate
Blank,Madison,53,,8996,2012-11-06,NY,general,State Senate
Blank,Oneida,53,,1521,2012-11-06,NY,general,State Senate
Blank,Onondaga,53,,18259,2012-11-06,NY,general,State Senate
Blank,Total,53,,28776,2012-11-06,NY,general,State Senate
Void,Madison,53,,77,2012-11-06,NY,general,State Senate
Void,Oneida,53,,0,2012-11-06,NY,general,State Senate
Void,Onondaga,53,,0,2012-11-06,NY,general,State Senate
Void,Total,53,,77,2012-11-06,NY,general,State Senate
Scattering,Madison,53,,133,2012-11-06,NY,general,State Senate
Scattering,Oneida,53,,14,2012-11-06,NY,general,State Senate
Scattering,Onondaga,53,,360,2012-11-06,NY,general,State Senate
Scattering,Total,53,,507,2012-11-06,NY,general,State Senate
Total,Madison,53,,28272,2012-11-06,NY,general,State Senate
Total,Oneida,53,,5075,2012-11-06,NY,general,State Senate
Total,Onondaga,53,,80442,2012-11-06,NY,general,State Senate
Total,Total,53,,113789,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Seneca,54,REP,8525,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Wayne,54,REP,23004,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Cayuga,54,REP,8288,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Monroe,54,REP,12567,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Ontario,54,REP,18555,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Tompkins,54,REP,2265,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Total,54,REP,73204,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Seneca,54,CON,1120,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Wayne,54,CON,4518,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Cayuga,54,CON,1432,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Monroe,54,CON,2085,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Ontario,54,CON,2671,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Tompkins,54,CON,198,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Total,54,CON,12024,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Seneca,54,IND,1327,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Wayne,54,IND,2967,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Cayuga,54,IND,1392,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Monroe,54,IND,1919,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Ontario,54,IND,2927,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Tompkins,54,IND,542,2012-11-06,NY,general,State Senate
Michael F. Nozzolio,Total,54,IND,11074,2012-11-06,NY,general,State Senate
Blank,Seneca,54,,2275,2012-11-06,NY,general,State Senate
Blank,Wayne,54,,7181,2012-11-06,NY,general,State Senate
Blank,Cayuga,54,,3324,2012-11-06,NY,general,State Senate
Blank,Monroe,54,,5929,2012-11-06,NY,general,State Senate
Blank,Ontario,54,,7467,2012-11-06,NY,general,State Senate
Blank,Tompkins,54,,2325,2012-11-06,NY,general,State Senate
Blank,Total,54,,28501,2012-11-06,NY,general,State Senate
Void,Seneca,54,,1,2012-11-06,NY,general,State Senate
Void,Wayne,54,,18,2012-11-06,NY,general,State Senate
Void,Cayuga,54,,0,2012-11-06,NY,general,State Senate
Void,Monroe,54,,63,2012-11-06,NY,general,State Senate
Void,Ontario,54,,7,2012-11-06,NY,general,State Senate
Void,Tompkins,54,,0,2012-11-06,NY,general,State Senate
Void,Total,54,,89,2012-11-06,NY,general,State Senate
Scattering,Seneca,54,,61,2012-11-06,NY,general,State Senate
Scattering,Wayne,54,,114,2012-11-06,NY,general,State Senate
Scattering,Cayuga,54,,38,2012-11-06,NY,general,State Senate
Scattering,Monroe,54,,70,2012-11-06,NY,general,State Senate
Scattering,Ontario,54,,96,2012-11-06,NY,general,State Senate
Scattering,Tompkins,54,,0,2012-11-06,NY,general,State Senate
Scattering,Total,54,,379,2012-11-06,NY,general,State Senate
Total,Seneca,54,,13309,2012-11-06,NY,general,State Senate
Total,Wayne,54,,37802,2012-11-06,NY,general,State Senate
Total,Cayuga,54,,14474,2012-11-06,NY,general,State Senate
Total,Monroe,54,,22633,2012-11-06,NY,general,State Senate
Total,Ontario,54,,31723,2012-11-06,NY,general,State Senate
Total,Tompkins,54,,5330,2012-11-06,NY,general,State Senate
Total,Total,54,,125271,2012-11-06,NY,general,State Senate
Ted O'Brien,Monroe,55,DEM,59745,2012-11-06,NY,general,State Senate
Ted O'Brien,Ontario,55,DEM,5228,2012-11-06,NY,general,State Senate
Ted O'Brien,Total,55,DEM,64973,2012-11-06,NY,general,State Senate
Sean T. Hanna,Monroe,55,REP,45570,2012-11-06,NY,general,State Senate
Sean T. Hanna,Ontario,55,REP,8073,2012-11-06,NY,general,State Senate
Sean T. Hanna,Total,55,REP,53643,2012-11-06,NY,general,State Senate
Sean T. Hanna,Monroe,55,CON,6901,2012-11-06,NY,general,State Senate
Sean T. Hanna,Ontario,55,CON,1232,2012-11-06,NY,general,State Senate
Sean T. Hanna,Total,55,CON,8133,2012-11-06,NY,general,State Senate
Ted O'Brien,Monroe,55,WOR,4531,2012-11-06,NY,general,State Senate
Ted O'Brien,Ontario,55,WOR,516,2012-11-06,NY,general,State Senate
Ted O'Brien,Total,55,WOR,5047,2012-11-06,NY,general,State Senate
Sean T. Hanna,Monroe,55,IND,2516,2012-11-06,NY,general,State Senate
Sean T. Hanna,Ontario,55,IND,280,2012-11-06,NY,general,State Senate
Sean T. Hanna,Total,55,IND,2796,2012-11-06,NY,general,State Senate
Blank,Monroe,55,,8329,2012-11-06,NY,general,State Senate
Blank,Ontario,55,,1144,2012-11-06,NY,general,State Senate
Blank,Total,55,,9473,2012-11-06,NY,general,State Senate
Void,Monroe,55,,586,2012-11-06,NY,general,State Senate
Void,Ontario,55,,1,2012-11-06,NY,general,State Senate
Void,Total,55,,587,2012-11-06,NY,general,State Senate
Scattering,Monroe,55,,123,2012-11-06,NY,general,State Senate
Scattering,Ontario,55,,7,2012-11-06,NY,general,State Senate
Scattering,Total,55,,130,2012-11-06,NY,general,State Senate
Total,Monroe,55,,128301,2012-11-06,NY,general,State Senate
Total,Ontario,55,,16481,2012-11-06,NY,general,State Senate
Total,Total,55,,144782,2012-11-06,NY,general,State Senate
Joseph E. Robach,Monroe,56,REP,57687,2012-11-06,NY,general,State Senate
Joseph E. Robach,Monroe,56,CON,10652,2012-11-06,NY,general,State Senate
Joseph E. Robach,Monroe,56,IND,11233,2012-11-06,NY,general,State Senate
Blank,Monroe,56,,38889,2012-11-06,NY,general,State Senate
Void,Monroe,56,,448,2012-11-06,NY,general,State Senate
Scattering,Monroe,56,,549,2012-11-06,NY,general,State Senate
Total,Monroe,56,,119458,2012-11-06,NY,general,State Senate
Catharine M. Young,Allegany,57,REP,11969,2012-11-06,NY,general,State Senate
Catharine M. Young,Cattaraugus,57,REP,19477,2012-11-06,NY,general,State Senate
Catharine M. Young,Chautauqua,57,REP,32966,2012-11-06,NY,general,State Senate
Catharine M. Young,Livingston,57,REP,7099,2012-11-06,NY,general,State Senate
Catharine M. Young,Total,57,REP,71511,2012-11-06,NY,general,State Senate
Catharine M. Young,Allegany,57,CON,1381,2012-11-06,NY,general,State Senate
Catharine M. Young,Cattaraugus,57,CON,2755,2012-11-06,NY,general,State Senate
Catharine M. Young,Chautauqua,57,CON,5154,2012-11-06,NY,general,State Senate
Catharine M. Young,Livingston,57,CON,846,2012-11-06,NY,general,State Senate
Catharine M. Young,Total,57,CON,10136,2012-11-06,NY,general,State Senate
Catharine M. Young,Allegany,57,IND,1390,2012-11-06,NY,general,State Senate
Catharine M. Young,Cattaraugus,57,IND,2923,2012-11-06,NY,general,State Senate
Catharine M. Young,Chautauqua,57,IND,6184,2012-11-06,NY,general,State Senate
Catharine M. Young,Livingston,57,IND,1110,2012-11-06,NY,general,State Senate
Catharine M. Young,Total,57,IND,11607,2012-11-06,NY,general,State Senate
Blank,Allegany,57,,2292,2012-11-06,NY,general,State Senate
Blank,Cattaraugus,57,,4872,2012-11-06,NY,general,State Senate
Blank,Chautauqua,57,,8685,2012-11-06,NY,general,State Senate
Blank,Livingston,57,,2897,2012-11-06,NY,general,State Senate
Blank,Total,57,,18746,2012-11-06,NY,general,State Senate
Void,Allegany,57,,4,2012-11-06,NY,general,State Senate
Void,Cattaraugus,57,,0,2012-11-06,NY,general,State Senate
Void,Chautauqua,57,,0,2012-11-06,NY,general,State Senate
Void,Livingston,57,,1,2012-11-06,NY,general,State Senate
Void,Total,57,,5,2012-11-06,NY,general,State Senate
Scattering,Allegany,57,,37,2012-11-06,NY,general,State Senate
Scattering,Cattaraugus,57,,56,2012-11-06,NY,general,State Senate
Scattering,Chautauqua,57,,194,2012-11-06,NY,general,State Senate
Scattering,Livingston,57,,18,2012-11-06,NY,general,State Senate
Scattering,Total,57,,305,2012-11-06,NY,general,State Senate
Total,Allegany,57,,17073,2012-11-06,NY,general,State Senate
Total,Cattaraugus,57,,30083,2012-11-06,NY,general,State Senate
Total,Chautauqua,57,,53183,2012-11-06,NY,general,State Senate
Total,Livingston,57,,11971,2012-11-06,NY,general,State Senate
Total,Total,57,,112310,2012-11-06,NY,general,State Senate
